station_id,station_name,latitude,longitude,_total_elements,_unique_feature_types,aeroway,amenity,barrier,boundary,building,craft,emergency,healthcare,highway,historic,industrial,landuse,leisure,man_made,military,natural,office,place,power,public_transport,railway,shop,sport,tourism,water,waterway
site_261,"Airoli, Navi Mumbai - MPCB",19.1494,72.9986,27384,17,NA,"atm,bank,clinic,doctors,driving_school,events_venue,fast_food,fountain,fuel,hospital,marketplace,place_of_worship,police,post_office,restaurant,school,theatre","gate,lift_gate",administrative,"house,industrial,kindergarten,residential,school",NA,phone,"clinic,doctor,hospital,laboratory","bus_stop,crossing,footway,living_street,path,pedestrian,primary,primary_link,residential,secondary,service,tertiary,traffic_signals",NA,NA,"grass,industrial,recreation_ground,residential","fitness_centre,fitness_station,indoor_play,outdoor_seating,park,pitch,playground",water_tower,NA,tree,NA,"locality,neighbourhood","line,tower","platform,stop_position",rail,"alcohol,clothes,convenience,general,massage,mobile_phone,pastry","cricket;soccer,fitness","artwork,guest_house",NA,NA
site_165,"City Railway Station, Bengaluru - KSPCB",12.9756843,77.5660749,93394,18,NA,"park,railway_station,Digital Painting Arts","gate,kerb","administrative,postal_code","apartments,commercial,hospital,industrial,roof,train_station,transportation,warehouse",NA,NA,"hospital,pharmacy","bus_stop,crossing,elevator,footway,living_street,primary,primary_link,residential,secondary,service,steps,tertiary,traffic_signals,unclassified","memorial,railway_car",NA,"commercial,construction,industrial,railway,recreation_ground,residential","fitness_centre,garden,park,pitch,playground,swimming_pool","antenna,gantry,mast,reservoir_covered,surveillance,water_tap,water_tower,water_works",NA,"grassland,tree,water,wood","government,travel_agent","neighbourhood,CITY",cable,"platform,station,stop_area,stop_position","buffer_stop,level_crossing,platform,proposed,rail,station,stop,subway,subway_entrance,switch,workshop","car,clothes,ticket,travel_agency","badminton,basketball,climbing,skateboard,tennis","aquarium,artwork,hostel,hotel",NA,NA
site_166,"Sanegurava Halli, Bengaluru - KSPCB",12.990328,77.5431385,45012,18,NA,"atm,bank,cafe,clinic,college,community_centre,dentist,drinking_water,events_venue,fast_food,fuel,hospital,ice_cream,language_school,pharmacy,place_of_worship,police,post_office,restaurant,school,toilets","gate,kerb","administrative,postal_code","apartments,college,commercial,hospital,roof,school",NA,phone,"clinic,dentist,hospital","bus_stop,crossing,footway,living_street,residential,secondary,service,steps,tertiary",NA,NA,"commercial,education,industrial,recreation_ground,religious,residential","fitness_centre,park,pitch,playground,sports_centre",NA,NA,"grassland,water",government,"neighbourhood,suburb","line,tower,transformer","platform,stop_area,stop_position",NA,"alcohol,bakery,beauty,clothes,customer_service,dairy,eye_care,fast_food,furniture,hairdresser,jewelry,kitchen,medical_supply,mobile_phone,pastry,photo,seafood,tea,watches",NA,hotel,drain,drain
site_263,"Sector- 16A, Faridabad - HSPCB",28.4088421,77.3099081,122785,12,NA,"cinema,community_centre,hospital,post_office,school,shelter","gate,wall",administrative,"college,industrial,train_station,transportation",NA,NA,NA,"footway,living_street,residential,secondary,service,steps,tertiary,track,trunk,trunk_link",,,"basin,commercial,industrial,railway,residential",park,water_tower,NA,water,NA,neighbourhood,NA,"platform,station,stop_area,stop_position","buffer_stop,depot,platform,rail,station,stop,subway,subway_entrance,switch",NA,NA,NA,"pond,reservoir",NA
site_271,"Chauhan Colony, Chandrapur - MPCB",19.9629,79.298714,42975,12,NA,"atm,bank,bicycle_parking,bus_station,cafe,clinic,courthouse,fire_station,hospital,police,restaurant,theatre,toilets",wall,administrative,"office,retail,train_station",NA,NA,NA,"footway,path,primary,primary_link,residential,secondary,service,steps,tertiary,trunk,unclassified",monument,NA,"railway,residential","pitch,playground",NA,NA,NA,government,"neighbourhood,city",NA,"platform,station","buffer_stop,platform,rail,station",ticket,NA,hotel,NA,NA
site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",17.540891,78.358528,17941,9,NA,"bank,childcare,fuel,hospital,school","gate,wall",administrative,house,NA," fire_hydrant,fire_extinguisher",hospital,"primary,primary_link,residential,secondary,service,unclassified",building,NA,"college,industrial,residential","pitch,swimming_pool",NA,NA,grassland,educational_institution,"city,city_block,neighbourhood,suburb",NA,busstop,NA,NA,"basketball,skateboard",,NA,NA
site_158,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26.1209,85.3647,41936,10,NA,"cafe,car_wash,clinic,college,dentist,doctors,hospital,place_of_worship,restaurant",fence,administrative,college,NA,NA,NA,"footway,living_street,primary,residential,secondary,service,tertiary,trunk,trunk_link,unclassified",NA,NA,grass,park,NA,NA,water,NA,city,NA,busstop,"level_crossing,rail",electronics,NA,hotel,pond,NA
site_161,"Sector-6, Panchkula - HSPCB ",30.7057778,76.8531805555555,7536,15,NA,"clinic,dentist,fuel,hospital,parking,place_of_worship,restaurant,school,shelter",gate,administrative,government,NA,NA,"clinic,dentist,hospital,physiotherapist","crossing,footway,path,residential,secondary,service,tertiary,tertiary_link",building,NA,military,"garden,park,pitch",water_tower,NA,water,company,suburb,"line,tower",NA,NA,mall,tennis,NA,pond,
site_157,"IGSC Planetarium Complex, Patna - BSPCB",25.610369,85.132568,8273,16,NA,"cafe,clinic,college,dentist,doctors,fast_food,fuel,hospital,parking,place_of_worship,restaurant",gate,local_authority,"apartments,hotel",NA,NA,"centre,hospital","footway,living_street,primary,residential,secondary,secondary_link,service,tertiary,trunk,trunk_link","archaeological_site,memorial",NA,grass,"garden,park",NA,NA,water,"company,government","city,borough",NA,busstop,"construction,proposed","jewelry,mall",NA,"artwork,attraction,hotel,museum","pond,reservoir",canal
site_273,"Ardhali Bazar, Varanasi - UPPCB",25.3505986,82.9083074,1737,2,NA,"LIC_OFIndia,marketplace",NA,administrative,residential,NA,NA,NA,"residential,service,tertiary,track,unclassified",NA,NA,tree,NA,NA,NA,NA,NA,neighbourhood,"line,tower",NA,NA,electric shop,NA,NA,NA,NA
site_274,"Ghusuri, Howrah - WBPCB",22.611968,88.347422,18781,9,NA,"fuel,hospital,toilets",gate,administrative,house,NA,NA,hospital,"living_street,primary,residential,service,unclassified",NA,NA,industrial,"pitch,playground", pipeline,NA,water,NA,city,NA,"platform,busstop",NA,NA,soccer,stadium,pond,NA
site_275,"IDA Pashamylaram, Hyderabad - TSPCB",17.5316895,78.218939,708,3,NA,"farmhouse,realE-state,",gate,administrative,NA,NA,NA,NA,"residential,service,tertiary,track,unclassified",NA,NA,"park,residential",garden,NA,NA,"tree,GARDEN",NA,city,"line,tower",NA,NA,"stationary,golisoda,",NA,NA,NA,NA
site_276,"Nehru Nagar, Kanpur - UPPCB",26.4703136,80.3229863,20094,9,NA,"clinic,college,hospital,place_of_worship,school",gate,administrative,apartments,NA,NA,centre,"living_street,residential,secondary,service,tertiary,trunk,unclassified",NA,NA,residential,park,wastewater_plant,NA,NA,NA,city,NA,NA,rail,tea,NA,NA,NA,NA
site_277,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,17160,13,NA,"atm,bank,bus_station,cafe,cinema,clinic,college,fast_food,fuel,hospital,place_of_worship,police,restaurant,school,toilets","gate,wall",administrative,"apartments,residential,roof",NA,NA,hospital,"corridor,living_street,primary,residential,service,tertiary,tertiary_link",NA,NA,"commercial,residential","common,park",water_tower,NA,TREE,government,"city, quarter",NA,"station,stop_area,stop_position","station,subway","car_parts,general,mobile_phone,sports",NA,hotel,NA,NA
site_292,"Karve Road, Pune - MPCB",18.5011743,73.8165527,16791,19,NA,"arts_centre,atm,bank,bar,cafe,car_wash,cinema,clinic,community_centre,dentist,driving_school,fast_food,fire_station,fountain,fuel,hospital,ice_cream,internet_cafe,library,marketplace,parking,parking_space,pharmacy,place_of_worship,post_office,restaurant,school,theatre,toilets,veterinary","bollard,fence,gate,lift_gate",local_authority,"apartments,college,commercial,gazebo,residential,temple",NA,NA,"clinic,dentist,hospital,laboratory","bus_stop,crossing,footway,living_street,pedestrian,platform,primary,primary_link,residential,secondary,service,steps,tertiary,traffic_signals",memorial,NA,"commercial,construction,grass,industrial,recreation_ground,residential","fitness_centre,park,pitch,playground,sports_centre,swimming_pool","flagpole,monitoring_station",NA,"heath,water,wood",company,neighbourhood,"line,substation,tower","platform,station,stop_area,stop_position",NA,"bakery,beauty,bicycle,clothes,coffee,computer,convenience,electronics,furniture,hardware,optician,photo,shoes,travel_agency,watches","swimming,tennis;swimming;gym;squash;badminton","apartment,aquarium,artwork",NA,stream
site_294,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,41244,14,NA,"atm,bank,cafe,childcare,cinema,clinic,doctors,fuel,hospital,marketplace,restaurant,theatre","gate,lift_gate,wall",administrative,"apartments,commercial,residential,retail",NA,fire_extinguisher,"blood_bank,clinic,doctor,hospital","living_street,path,residential,secondary,service,tertiary,track,trunk,trunk_link",NA,NA,"commercial,industrial,residential","fitness_centre,park",NA,NA,tree,"energy_supplier,financial",neighbourhood,NA,"station,stop_area,stop_position","level_crossing,rail,station,stop,subway","car,clothes,electronics,motorcycle,supermarket",NA,NA,NA,NA
site_295,"MIDC Khutala, Chandrapur - MPCB",19.9775302,79.2337086,6682,5,NA,bank,NA,administrative,NA,NA,NA,NA,"crossing,primary,primary_link,residential,secondary,service,unclassified",NA,brickyard,industrial,NA,NA,NA,grassland,NA,city,substation,NA,NA,bar and restuarant,NA,NA,NA,NA
site_296,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669,29897,10,NA,"clinic,fast_food,fuel,hospital,place_of_worship,police,university",gate,administrative,"commercial,industrial",NA,"fire_alarm_box,fire_extinguisher","clinic,hospital","bus_stop,living_street,primary,residential,service,tertiary",building,NA,recreation_ground,"park,garden",NA,NA,water,NA,city,NA,"platform,busstop",NA,domino's Pizza,NA,hostel,pond,NA
site_297,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,20375,6,NA,"clinic,college,hospital,place_of_worship,school",NA,administrative,apartments,NA,NA,NA,"path,residential,secondary,secondary_link,service,tertiary",NA,NA,"commercial,industrial,residential",park,water_tank,NA,heath,NA,city,NA,NA,"crossing,level_crossing,rail,switch",welding work shop,NA,NA,tank,drain
site_298,"Zoo Park, Hyderabad - TSPCB",17.349694,78.451437,86197,11,NA,"atm,bank,clinic,health_post,parking,place_of_worship","gate,wall",administrative,house,NA,fire_hydrant,clinic,"living_street,path,residential,secondary,secondary_link,service,tertiary,track,trunk,trunk_link",park,NA,"park,residential",park,NA,NA,"park,garden",government,neighbourhood,,"platform,busstop",NA,ticket,NA,"guest_house,zoo",NA,drain
site_299,"Womens College_City Center, Durgapur - WBPCB",23.549395,87.300496,7129,4,NA,university,"gate,entrance",administrative,apartments,NA,"fire_alarm_box,fire_extinguisher",NA,"living_street,residential,tertiary",building,NA,"recreation_ground,residential,roundabout","park,pitch,playground",water_tank,NA,"park,garden","governament,educational_institute",city,NA,platform,NA,NA,NA,NA,tank,NA
site_300,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737,2014,7,NA,NA,NA,administrative,NA,NA,NA,NA,"tertiary,unclassified",building,NA,"forest,industrial,railway",NA,storage_tank,NA,water,government,city,tower,halt,"halt,level_crossing,rail",NA,NA,NA,reservoir,canal
site_301,"Anand Vihar, Delhi - DPCC",28.647622,77.315809,264479,16,NA,"atm,bench,bus_station,charging_station,cinema,drinking_water,fast_food,fuel,parking,pharmacy,police,restaurant,taxi,ticket_validator,toilets,waste_basket","block,gate,lift_gate,toll_booth,wall","administrative,administrative_cooperation","apartments,roof,service,shed,train_station",NA,"fire_alarm_box,fire_extinguisher",NA,"bus_stop,elevator,footway,path,pedestrian,residential,secondary,secondary_link,service,steps,traffic_signals",NA,NA,"commercial,industrial,railway,residential,retail",park,"antenna,flagpole,mast,storage_tank,surveillance,tower,utility_pole,wastewater_plant",NA,"tree,wood","bus_inspector,company",city,"catenary_mast,portal,substation,tower","platform,station,stop_area,stop_position","crossing,level_crossing,platform,rail,signal,station,stop,subway,subway_entrance,switch","convenience,florist,kiosk,supermarket",NA,information,NA,canal
site_302,"Solapur, Solapur - MPCB",17.6599188,75.9063906,17226,11,NA,"blood_bank,bus_station,clinic,college,fuel,hospital,pharmacy,place_of_worship,post_office,restaurant,school",gate,administrative,"apartments,house,residential",NA,NA,"hospital,pharmacy","bus_stop,path,primary,residential,secondary,service,tertiary,unclassified",NA,NA,residential,"park,pitch,playground,stadium",water_tower,NA,NA,"administrative,government",neighbourhood,"catenary_mast,portal,substation,tower",platform,rail,mobile_phone,NA,NA,NA,NA
site_303,"Opp GPO Civil Lines, Nagpur - MPCB",21.152875,79.0517531,51890,12,NA,"bench,hospital,place_of_worship,police,post_office,pub,school","gate,wall","local_authority,protected_area",school,NA,NA,NA,"path,residential,secondary,service,tertiary,trunk",NA,NA,"aquaculture,forest,plant_nursery","park,playground",NA,NA,water,NA,neighbourhood,NA,NA,NA,ticket,NA,aquarium,pond,NA
site_304,"Gangapur Road, Nashik - MPCB",20.0073285,73.7762427,14709,12,NA,"clinic,college,hospital,police,restaurant,school",gate,administrative,residential,NA,NA,clinic,"footway,pedestrian,primary,residential,secondary,service,tertiary,track,traffic_signals,unclassified",NA,NA,"commercial,farmland,grass,recreation_ground,residential","pitch,recreation_ground,sports_hall,track",reservoir_covered,NA,"water,wood",NA,"neighbourhood,suburb",NA,NA,NA,NA,NA,guest_house,river,"river,stream"
site_305,"Pimpleshwar Mandir, Kalyan - MPCB",19.192056,72.9585188,84558,15,NA,"atm,bank,bus_station,cinema,fountain,fuel,hospital,place_of_worship,restaurant","gate,lift_gate,wall",administrative,"apartments,bungalow,commercial,construction,garage,hotel,industrial,office",NA,NA,NA,"bus_stop,construction,crossing,footway,path,pedestrian,primary,primary_link,residential,secondary,service,steps,tertiary,traffic_signals,trunk,trunk_link,unclassified",NA,oil,"commercial,farmland,grass,industrial,residential,retail","fitness_centre,fitness_station,garden,park,playground,sports_centre,swimming_pool","pipeline,water_tower,water_works",NA,"tree,water",government,neighbourhood,na,"platform,station,stop_area,stop_position","construction,station","car,car_parts,car_repair,laundry,mall,tyres",NA,hotel,lake,NA
site_306,"Manali, Chennai - CPCB",13.164544,80.26285,2729,11,NA,"clinic,college,dentist,hospital,restaurant","gate,wall","administrative,water_distribution",residential,NA,NA,"centre,clinic,dentist,hospital","living_street,path,residential,secondary,service,tertiary",NA,NA,"industrial,residential",resort,NA,NA,"water,wetland",NA,"neighbourhood,suburb",,platform,rail,"tea stoll ,xerox shop",NA,NA,pond,NA
site_307,"Sanjay Palace, Agra - UPPCB",27.19865833,78.00598056,96489,13,NA,"atm,bank,bar,blood_bank,cafe,clinic,college,fast_food,fuel,hospital,marketplace,place_of_worship,post_office,restaurant,school",,local_authority,"commercial,school",dressmaker,NA,clinic,"mini_roundabout,residential,secondary,secondary_link,service,tertiary,trunk,trunk_link",memorial,NA,commercial,park,NA,NA,grass,educational_institution,suburb,NA,platform,"abandoned,level_crossing,proposed,rail","baby_goods,books,clothes,jewelry,mall,supermarket",,"hostel,hotel",NA,NA
site_308,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,8434,11,NA,"bank,bus_station,clinic,doctors,hospital,parking,place_of_worship,post_office",gate,administrative,apartments,NA,NA,centre,"bus_stop,living_street,primary,residential,secondary,secondary_link,service,steps,tertiary,tertiary_link",memorial,NA,"industrial,residential",park,storage_tank,NA,grass tree,administrative,"locality,suburb",NA,station,NA,resturant,NA,attraction,NA,NA
site_309,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,19532,16,helipad,"college,fast_food,hospital,police,theatre,toilets","fence,gate",administrative,commercial,NA,fire_hydrant,hospital,"crossing,footway,motorway,motorway_junction,residential,secondary,service,trunk,trunk_link","fort,monument",NA,"construction,grass,industrial,military,recreation_ground,residential","garden,golf_course,park,pitch,stadium,track",,NA,"tree,water,wood",governamen,suburb,NA,"platform,busstop","construction,tram",ticket,"horse_racing,polo","artwork,attraction,gallery,guest_house,hostel,museum,viewpoint",pond,NA
site_1390,"Moti Doongri, Alwar - RSPCB",27.554793,76.611536,2006,8,NA,"bench,blood_bank,clinic,college,dentist,fountain,hospital,place_of_worship,school",gate,administrative,residential,NA,NA,blood_donation,"primary,primary_link,residential,secondary,service,tertiary",NA,NA,"education,grass,recreation_ground,residential","park,playground",NA,NA,wood,educational_institution,city,NA,busstop,NA,baby_goods,NA,NA,NA,NA
site_1391,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.194909,76.862296,809,4,NA,GreenmetIndustries,wall,administrative,commercial,NA,NA,NA,"residential,service,tertiary,tertiary_link,unclassified",NA,NA,industrial,"park,garden",works,NA,tree,NA,"city,borough","line,substation,tower",NA,NA,NA,NA,NA,tank,NA
site_1392,"Civil Lines,  Ajmer - RSPCB",26.470859,74.646594,5052,4,NA,"bus_station,cafe",NA,administrative,transportation,NA,NA,NA,"primary,residential,service,tertiary,trunk,unclassified",NA,NA,commercial,park,NA,NA,NA,NA,city,line,NA,NA,"resturant,kachori centre",NA,guest_house,NA,NA
site_1393,"Adarsh Nagar, Jaipur - RSPCB",26.902909,75.836858,15893,15,NA,"cafe,cinema,clinic,community_centre,fast_food,food_court,fountain,hospital,parking,place_of_worship,police,school","gate,wall","administrative,local_authority","detached,house",NA,NA,"clinic,hospital","bus_stop,path,residential,service,tertiary,traffic_signals,trunk,trunk_link",NA,NA,"cemetery,grass,retail","park,pitch",water_tower,NA,"tree,tree_row","it,political_party",neighbourhood,NA,"2,platform,stop_position",NA,"clothes,mall,supermarket",basketball,NA,NA,NA
site_1394,"Shrinath Puram, Kota - RSPCB",25.14389,75.821256,4148,9,NA,"doctors,hospital,place_of_worship",,administrative,stadium,NA,"fire_alarm_box,fire_extinguisher",hospital,"primary,residential,service,tertiary,tertiary_link",stadium,NA,"grass,residential","fitness_centre,park,playground,sports_centre,stadium",storage_tank,NA,water,educational_institution,city,"line,tower",platform,NA,HNT kitchen,badminton,attraction,tank,"drain,river"
site_1395,"Indira Colony Vistar, Pali - RSPCB",25.771061,73.340227,4432,5,NA,"cafe,college,doctors,hospital,pharmacy,place_of_worship,school",wall,administrative,apartments,NA,NA,hospital,"primary,residential,service,tertiary",NA,NA,reservoir,grassland,NA,NA,water,educational_institution,city,line,platform,NA,one bite pali,NA,apartment,river,"drain,river"
site_1396,"Shastri Nagar, Jaipur - RSPCB",26.9502929,75.730943,54365,8,NA,"fuel,hospital,police",gate,"administrative,local_authority",,,NA,NA,"bus_stop,primary,primary_link,residential,service,tertiary,trunk",NA,NA,"brownfield,greenfield,residential",garden,storage_tank,NA,NA,NA,city,"line,tower",platform,NA,mehfil Resturant,NA,NA,NA,NA
site_1397,"Ashok Nagar, Udaipur - RSPCB",24.5886166,73.6321397,1155,6,NA,"guestHouse,villa",wall,protected_area,commercial,NA,landing_site,NA,"residential,secondary",NA,NA,"forest,residential",nature_reserve,pipeline,NA,scrub,governamen,village,tower,platform,NA,NA,NA,villa,NA,NA
site_1398,"Lajpat Nagar, Moradabad - UPPCB",28.825341,78.7213009,3147,4,NA,school,gate,administrative,residential,NA,NA,NA,"primary,residential,secondary,service,tertiary,unclassified",NA,NA,"industrial,residential",playground,NA,NA,heath,educational_institution,city,"line,tower",platform,NA,NA,NA,NA,NA,river
site_1399,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,215,2,NA,hydrant,fence,administrative,residential,NA,NA,NA,"residential,track,unclassified",hydrant,NA,residential,"garden,park,grassland",NA,NA,grassland,NA,village,line,platform,NA,NA,NA,attraction,NA,NA
site_1400,"Mahakaleshwar Temple, Ujjain - MPPCB",23.182719,75.768218,5419,11,NA,"parking,place_of_worship,restaurant","gate,lift_gate",administrative,temple,NA,NA,NA,"footway,living_street,path,pedestrian,residential,service,tertiary,unclassified",NA, monastery,religious,"grass,park",storage_tank,NA,water,NA,city,"line,tower",platform,NA,jewelry,MA,"artwork,attraction","pond,river",river
site_1401,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24.10897,82.64558,12117,11,NA,"blood_bank,fountain,hospital,parking,school","gate,entrance",administrative,"house,residential",NA,NA,hospital,"construction,footway,path,residential,tertiary,trunk,unclassified",NA,NA,"commercial,farmland,residential","park,playground,stadium","tower,water_tower",NA,tree,governamen,suburb,"line,substation,tower",platform,NA,NA,multi,NA,NA,canal
site_1402,"Sector-2 Industrial Area, Pithampur - MPPCB",22.624758,75.675238,1182,5,NA,Garment exporter,gate,administrative,"residential,office",NA,NA,NA,"service,unclassified",NA,NA,industrial,"park,garden",NA,NA,tree,association,city,"line,substation,tower",platform,NA,kirana_store,NA,NA,NA,NA
site_1403,"Sector-D Industrial Area, Mandideep - MPPCB",23.10844,77.511428,54547,9,NA,"hospital,association",gate,"administrative,forest",,NA,NA,NA,"residential,service,tertiary,tertiary_link,trunk,trunk_link,unclassified",house,NA,industrial,",park,garden",works,NA,grassland,"company,logistics",city,line,platform,proposed,NA,NA,hotel,NA,"river,stream"
site_1404,"Bhopal Chauraha, Dewas - MPPCB",22.9682591,76.064118,5957,5,NA,"bus_station,clinic,hospital",gate,administrative,NA,NA,NA,NA,"primary,residential,service,tertiary,track,unclassified",NA,NA,residential,"park,garden",NA,NA,water,NA,city,"line,tower",station,NA,"tea stall,footwear",NA,NA,NA,NA
site_1405,"Nishant Ganj, Lucknow - UPPCB",26.871428,80.957145,22245,16,NA,"bank,bar,bench,cinema,college,dentist,doctors,hospital,ice_cream,parking,pharmacy,place_of_worship,police,post_office,public_building,restaurant,school,shelter","bollard,gate",administrative,"apartments,house,school",NA,NA,NA,"bus_stop,construction,crossing,elevator,footway,living_street,path,primary,residential,secondary,service,steps,street_lamp,tertiary,unclassified",NA,NA,"cemetery,commercial,residential","park,pitch,sports_centre","stage,storage_tank",NA,NA,"accountant,educational_institution,government","neighbourhood,suburb",pole,"platform,station,stop_area,stop_position","buffer_stop,level_crossing,platform,rail,station,stop,subway,subway_entrance","bakery,car,car_repair,clothes,confectionery,dry_cleaning,general,hairdresser,houseware,jewelry,mall,mobile_phone,motorcycle,optician,pet,stationery,supermarket,toys,watches","basketball,tennis",hostel,NA,NA
site_1406,"Secretariat, Amaravati - APPCB",16.5150833,80.5181667,4270,12,"helipad,heliport","fire_station,parking,police,school,toilets",hedge,administrative,"government,government_office,house",NA,"fire_alarm_box,fire_extinguisher,fire_hydrant,fire_hose,emergency_ward_entrance",NA,"bus_stop,residential,service,tertiary,unclassified",house,house,"construction,governmental,grass","garden,park",NA,NA,"water,wood",government,city,line,platform,NA,NA,NA,NA,NA,drain
site_1408,"Talcher Coalfields,Talcher - OSPCB",20.9360711,85.1707021,452,4,helipad,ECO park,wall,administrative,government,NA,NA,NA,"service,tertiary,unclassified",house,NA,residential,park,NA,NA,water,goverment,city,line,platform,rail,NA,NA,NA,NA,NA
site_1410,"GM Office, Brajrajnagar - OSPCB",21.8004996,83.8396977,1072,2,NA,NA,fence,"administrative,public_transport",NA,NA,NA,NA,trunk,NA,NA,construction,NA,NA,NA,NA,NA,city,NA,NA,NA,NA,NA,NA,NA,river
site_1416,"Padmapukur, Howrah - WBPCB",22.5687319,88.2797276,10794,8,NA,"mall,",gate,administrative,apartments,NA,NA,hospital,"bus_stop,living_street,primary,residential,service,unclassified",NA,NA,residential,park,NA,NA,water,NA,neighbourhood,"line,tower",platform,rail,NA,NA,NA,NA,canal
site_1418,"Asansol Court Area, Asansol - WBPCB",23.685297,86.945968,3549,12,NA,"clock,hospital,place_of_worship",wall,administrative,apartments,NA,NA,"hospital,temple","residential,service,tertiary,unclassified",NA,NA,"industrial,military,residential","park,pitch,playground,sports_centre",works,NA,water,NA,"city,borough",line,platform,"level_crossing,rail",mall,"cricket,soccer",artwork,pond,NA
site_1419,"Ward-32 Bapupara, Siliguri - WBPCB",26.6879226,88.4152495,13127,16,NA,"atm,bus_station,fast_food,fountain,fuel,restaurant",wall,postal_code,"hotel,roof",NA,NA,hospital,"bus_stop,crossing,footway,primary,primary_link,residential,secondary,service,tertiary,traffic_signals,unclassified",NA,NA,"construction,grass,retail",garden,pipeline,NA,"tree,water,wetland",company,"city,neighbourhood",generator,"platform,station",NA,"car,convenience,hardware",NA,"artwork,hotel",river,river
site_1420,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665,12717,11,NA,"bank,blood_bank,clinic,events_venue,fast_food,hospital,parking,recycling,restaurant,school","gate,lift_gate,wall","administrative,political",college,NA,NA,"centre,hospital,laboratory","crossing,footway,residential,secondary,secondary_link,service,tertiary",house,NA,"commercial,construction,industrial,residential",park,NA,NA,"tree,grassland",educational institute,neighbourhood,NA,busstop,"construction,proposed,rail","dairy,florist,hairdresser,tobacco",NA,hotel,NA,NA
site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.498571,77.26484,3803,12,NA,"bicycle_rental,parking,toilets",gate,protected_area,"roof,shed",NA,NA,NA,"path,residential,service,tertiary,track",road,NA,plant_nursery,"bird_hide,park,sports_centre",NA,NA,scrub,NA,city,"line,tower",platform,NA,ticket,shooting,information,NA,NA
site_1422,"Dwarka-Sector 8, Delhi - DPCC ",28.5710274,77.0719006,17172,11,NA,"bus_station,clinic,fuel,hospital,school","gate,wall","administrative,political","retail,school",NA,NA,"centre,hospital","crossing,cycleway,living_street,residential,secondary,service,tertiary,unclassified",NA,NA,residential,"park,playground",NA,NA,NA,NA,locality,NA,busstop,"rail,subway",food corner,NA,NA,NA,canal
site_1423,"Jahangirpuri, Delhi - DPCC",28.73282,77.170633,93544,20,NA,"atm,bank,cafe,childcare,clinic,college,community_centre,doctors,drinking_water,fast_food,fire_station,hospital,internet_cafe,marketplace,parking,pharmacy,place_of_worship,police,recycling,school,social_centre,social_facility,toilets,waste_disposal,water_point","bollard,entrance,fence,gate,kerb,wall","administrative,political","apartments,commercial,construction,farm,house,mosque,residential,school,temple,toilets","caterer,oil_mill,shoemaker,tailor",NA,"centre,clinic,doctor,hospital,laboratory,pharmacy","bus_stop,footway,living_street,motorway_junction,path,residential,secondary,service,steps,tertiary,tertiary_link,track,trunk,unclassified",NA,factory,"commercial,industrial,residential","golf_course,park","flagpole,pump,pumping_station,water_tap,water_tower",NA,"tree,water,wetland","bus_inspector,estate_agent,government,lawyer","neighbourhood,quarter,suburb","line,pole,tower,transformer","platform,stop_position","construction,proposed","appliance,beauty,beverages,clothes,confectionery,convenience,dairy,electronics,gas,greengrocer,hairdresser,hardware,jewelry,paint",NA,information,river,"canal,drain"
site_1424,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,18244,18,NA,"animal_shelter,atm,bank,cafe,conference_centre,fast_food,parking,place_of_worship,post_box,restaurant,school,shelter,toilets,veterinary","fence,gate,height_restrictor,wall,wicket_gate",administrative,"roof,school,stadium",NA,landing_site,NA,"bus_stop,crossing,cycleway,footway,motorway_junction,pedestrian,residential,secondary,service,steps,tertiary,tertiary_link,track,traffic_signals,trunk,trunk_link,unclassified",stadium,depot,"commercial,construction,grass,industrial,residential","fitness_station,park,pitch,playground,stadium,track","mast,water_tap",NA,"tree,tree_row,water",diplomatic,"city,borough","line,tower","platform,stop_area","construction,level_crossing,platform,rail,subway,subway_entrance,switch","bakery,convenience,pet","fitness,futsal,running,soccer,tennis",hostel,basin,drain
