station_id,original_station_id,station_name,latitude,longitude,_total_elements,_unique_feature_types,aeroway,amenity,barrier,boundary,building,craft,emergency,healthcare,highway,historic,industrial,landuse,leisure,man_made,military,natural,office,place,power,public_transport,railway,shop,sport,tourism,water,waterway
DL016,site_1424,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,18244,18,,"animal_shelter,atm,bank,cafe,conference_centre,fast_food,parking,place_of_worship,post_box,restaurant,school,shelter,toilets,veterinary","fence,gate,height_restrictor,wall,wicket_gate",administrative,"roof,school,stadium",,,,"bus_stop,crossing,cycleway,footway,motorway_junction,pedestrian,residential,secondary,service,steps,tertiary,tertiary_link,track,traffic_signals,trunk,trunk_link,unclassified",,depot,"commercial,construction,grass,industrial,residential","fitness_station,park,pitch,playground,stadium,track","mast,water_tap",,"tree,tree_row,water",diplomatic,,,"platform,stop_area","construction,level_crossing,platform,rail,subway,subway_entrance,switch","bakery,convenience,pet","fitness,futsal,running,soccer,tennis",hostel,basin,drain
DL018,site_1425,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738,15863,17,,"bench,boat_rental,cafe,clinic,conference_centre,courthouse,fountain,fuel,parking,place_of_worship,school,theatre,toilets,waste_basket","city_wall,gate,wall",administrative,"mosque,parking,roof,stadium",,,centre,"bus_stop,corridor,crossing,footway,path,pedestrian,residential,secondary,secondary_link,service,steps,traffic_signals","aircraft,castle,city_gate,citywalls,memorial,ship",,"allotments,commercial,grass,military,recreation_ground,residential","common,park,pitch,stadium,swimming_pool","flagpole,water_well",,"tree,tree_row,water",lawyer,,,platform,,"gift,ticket",hockey,"artwork,attraction,gallery,information,museum,zoo","lake,reservoir",
DL023,site_1426,"Narela, Delhi - DPCC",28.822836,77.101981,1653,8,,"bus_station,fuel,place_of_worship","gate,wall","administrative,political",,,,,"residential,service,tertiary,track,unclassified",,,"industrial,residential",park,,,,,locality,"line,tower",,,,,,,
DL022,site_1427,"Najafgarh, Delhi - DPCC",28.570173,76.933762,2184,9,,"hospital,parking",wall,"administrative,political,postal_code",,,,hospital,"bridleway,construction,living_street,residential,service,tertiary,track",,,"forest,reservoir",,,,water,,,,,,,,,pond,ditch
DL026,site_1428,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255,14941,14,,"arts_centre,atm,bank,college,fuel,marketplace,place_of_worship,school,toilets","gate,lift_gate,wall",administrative,"apartments,commercial,political_party_office,residential",,,,"bus_stop,living_street,path,pedestrian,residential,secondary,secondary_link,service,tertiary,traffic_signals,unclassified",,,"commercial,farmland,industrial,residential",park,water_tower,,wood,"company,estate_agent,political_party",,"line,substation,tower",platform,,"alcohol,car_repair,computer,convenience",,hotel,,
DL024,site_1429,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,108830,20,,"atm,bank,bench,bicycle_rental,charging_station,clinic,college,community_centre,dentist,doctors,drinking_water,fast_food,fixme,fuel,hospital,library,music_school,parking,pharmacy,place_of_worship,prep_school,restaurant,school,shelter,studio,toilets,training,tuition,veterinary,veterinary_pharmacy,waste_basket,waste_disposal,waste_transfer_station","bollard,door,entrance,fence,gate,jersey_barrier,kerb,lift_gate,wall","administrative,place","apartments,college,commercial,hospital,house,parking,residential,retail,roof,school,sports_hall,temple","electronics_repair,photo_studio,photographer,shoemaker",,"alternative,centre,clinic,dentist,doctor,laboratory,pharmacy","bus_stop,crossing,elevator,footway,living_street,path,primary,primary_link,residential,secondary,service,steps,street_lamp,tertiary,tertiary_link,track,traffic_signals",,,"education,grass,residential","common,fitness_centre,fitness_station,park,pitch,playground,sports_centre","flagpole,manhole,mast,surveillance,utility_pole,water_well",,tree,"company,consulting,courier,estate_agent,financial_advisor,government,guide,insurance,lawyer,ngo,notary,property_management","neighbourhood,quarter","generator,line,pole,substation,tower,transformer","platform,station,stop_area,stop_position","rail,railway_crossing,station,stop,subway,subway_entrance","alcohol,appliance,beauty,books,boutique,car,clothes,computer,confectionery,convenience,cosmetics,dairy,electronics,fabric,fashion_accessories,general,gift,hairdresser,interior_decoration,jewelry,mobile_phone,motorcycle,music,nutrition_supplements,pet,prosthetics,repair,security,shoes,sports,stationery,supermarket,trade","basketball,cricket,martial_arts;fitness;boxing;kickboxing,multi,roller_skating,running,shooting;table_tennis,volleyball","artwork,guest_house,hotel",,drain
DL032,site_1430,"Rohini, Delhi - DPCC",28.732528,77.11992,10269,16,,"atm,bank,bus_station,clinic,college,doctors,events_venue,fast_food,fire_station,fixme,fuel,hospital,marketplace,pharmacy,place_of_worship,restaurant,school","bollard,gate,lift_gate,wall","administrative,political","apartments,college,roof,school",,,,"crossing,footway,living_street,path,primary,primary_link,residential,service,tertiary,tertiary_link",,,"commercial,education,greenfield,recreation_ground,residential","fitness_centre,park,pitch","flagpole,pipeline,pumping_station",,"tree,water,wood","company,educational_institution,government,it",,"line,substation,tower","platform,station",,"alcohol,car,car_repair,chemist,confectionery,convenience,gift,jewelry,stationery","cricket;soccer,volleyball",,wastewater,canal
DL027,site_1431,"Patparganj, Delhi - DPCC",28.623763,77.287209,110843,20,,"atm,bank,bench,cafe,car_wash,charging_station,childcare,clinic,college,community_centre,doctors,drinking_water,events_venue,fast_food,ice_cream,kindergarten,language_school,library,marketplace,parking,pharmacy,place_of_worship,prep_school,prison,public_bath,restaurant,school,shelter,toilets,waste_disposal,waste_transfer_station,weighbridge","bollard,chain,cycle_barrier,entrance,gate,hedge,kerb,lift_gate,wall",administrative,"apartments,commercial,construction,mosque,residential,retail,roof,school,storage_tank","builder,electrician,electronics_repair,grinding_mill,hvac,laboratory,metal_construction,painter,tailor",fire_hydrant,"alternative,centre,clinic,doctor,laboratory,pharmacy","bus_stop,crossing,cycleway,elevator,footway,living_street,motorway,path,residential,secondary,secondary_link,service,steps,street_lamp,tertiary,tertiary_link,traffic_mirror,traffic_signals,trunk,trunk_link,unclassified",,,"brownfield,grass,industrial,railway,residential","fitness_centre,fitness_station,garden,outdoor_seating,park,pitch","manhole,pump,storage_tank,street_cabinet,surveillance,utility_pole,water_tap,works",,tree,"advertising_agency,association,company,estate_agent,event_organizer,government,lawyer,musician,ngo,political_party","neighbourhood,suburb","generator,line,pole,substation,tower,transformer",platform,"platform,rail","alcohol,appliance,bag,bakery,bathroom_furnishing,beauty,bed,bicycle,butcher,car_repair,carpet,clothes,confectionery,convenience,copyshop,cosmetics,dairy,electrical,fabric,fashion_accessories,furniture,greengrocer,hairdresser,hardware,ironing,jewelry,kitchen,marquee,mobile_phone,motorcycle,motorcycle_repair,paint,pastry,perfumery,pet,pottery,repair,shoes,stationery,tailor,tobacco,toys,trade,travel_agency,watches,water,water_filter","cricket,roller_skating",,,drain
DL035,site_1432,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485,2703,7,,,,administrative,,,,,"living_street,residential,secondary,secondary_link,service",,,industrial,,,,wetland,,,"generator,line,plant,tower",station,"construction,station",,,,,
DL038,site_1434,"Wazirpur, Delhi - DPCC",28.699793,77.165453,8917,12,,"blood_bank,clinic,events_venue,hospital,kindergarten,school","gate,wall","administrative,political","industrial,school",,,centre,"bus_stop,footway,living_street,primary,residential,service,tertiary,tertiary_link,traffic_signals",,,"commercial,industrial,residential",park,,,,,locality,,"platform,station,stop_area,stop_position","rail,station,stop,subway,subway_entrance",car,,,,
DL037,site_1435,"Vivek Vihar, Delhi - DPCC",28.672342,77.31526,53934,16,,"atm,bank,clinic,college,community_centre,drinking_water,fountain,fuel,hospital,parking,parking_space,place_of_worship,prep_school,restaurant,school,toilets,waste_basket","gate,kerb,lift_gate,wall",administrative,"apartments,house,industrial,residential,roof,school,transportation",,,"centre,hospital","bus_stop,construction,crossing,footway,living_street,residential,secondary,service,steps,street_lamp,tertiary,tertiary_link,traffic_signals,trunk,trunk_link",,,"grass,residential,retail","park,pitch,playground","mast,monitoring_station,water_tower",,"tree,tree_row",,suburb,,"platform,station,stop_area,stop_position","platform,rail,station,stop,subway,subway_entrance","convenience,gift",athletics,information,,
DL005,site_1560,"Bawana, Delhi - DPCC",28.7762,77.051074,1665,8,,hospital,,administrative,,,,,"primary,residential,service,tertiary,tertiary_link,track,unclassified",,,"industrial,residential",,,,water,,,"line,substation,tower",,"construction,proposed",,,,pond,
DL020,site_1561,"Mundka, Delhi - DPCC",28.684678,77.076574,13980,14,,"bus_station,cinema","gate,lift_gate,wall","administrative,political",,,,,"footway,living_street,residential,service,tertiary,trunk",,,"industrial,railway,residential",park,wastewater_plant,,water,,locality,"line,substation,tower","station,stop_area,stop_position","rail,station,subway",,,,wastewater,"canal,drain"
DL036,site_1562,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156,17806,13,,"bar,cafe,fuel,hospital,restaurant,school,shelter,waste_basket","city_wall,fence,gate,wall",administrative,fort,,,hospital,"bus_stop,crossing,footway,path,residential,secondary,service,tertiary,traffic_signals,trunk,trunk_link",,,"commercial,forest,residential","garden,golf_course,park",mast,,"sand,wood",,,,"platform,stop_position",,,,attraction,,drain
DL029,site_1563,"Pusa, Delhi - DPCC",28.639652,77.146275,17951,12,,"clinic,fuel,research_institute","gate,wall","administrative,political",,electronics_repair,,centre,"bus_stop,residential,secondary,secondary_link,service,tertiary,track,unclassified",,,"farmland,industrial,residential",,,,,,neighbourhood,,"platform,stop_position","proposed,rail","car,music",,,,drain
DL001,site_5024,"Alipur, Delhi - DPCC",28.815329,77.15301,978,4,,,,"administrative,political",,,,,"residential,secondary,service",,,industrial,,,,,,,"line,tower",,,,,,,
HR011,site_5025,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944,3614,8,,"bank,cafe,community_centre,fuel,place_of_worship,school",gate,,"commercial,roof",,,,"primary,residential,service,services,track,unclassified",,,"Research_Institute,Research_institute,residential",golf_course,,,,,village,,,,"alcohol,kiosk",,,,
AS001,site_5073,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,37260,13,,"bank,cafe,cinema,clinic,college,events_venue,place_of_worship,restaurant","gate,jersey_barrier",administrative,"apartments,commercial",,,,"primary,residential,secondary,service,tertiary,unclassified",memorial,,"residential,retail",playground,,,,educational_institution,suburb,,,"buffer_stop,level_crossing,proposed,rail,switch","chemist,clothes,confectionery,greengrocer,hardware,shoes",,hostel,,
MH012,site_5102,"Vasai West, Mumbai - MPCB",19.3832,72.8204,4831,9,,hospital,gate,,school,,,counselling,"residential,service,tertiary,tertiary_link,unclassified",,,"residential,salt_pond",park,,,wetland,,"suburb,town",,,,,,,,
MH009,site_5104,"Kurla, Mumbai - MPCB",19.0863,72.8888,18296,18,,"atm,bank,bar,cafe,campus,clinic,fast_food,fire_station,fuel,grave_yard,parking,pharmacy,place_of_worship,police,restaurant,school,university,vending_machine",gate,administrative,"apartments,church,commercial,house,industrial,kindergarten,retail,school,university",,,clinic,"bus_stop,living_street,pedestrian,primary,primary_link,residential,secondary,service,tertiary,tertiary_link,traffic_signals,unclassified","memorial,wayside_cross",,"cemetery,commercial,construction,grass,industrial,locality,military,recreation_ground,religious,residential,retail","park,pitch",,,"cliff,tree,wetland,wood",educational_institution,neighbourhood,,"platform,stop_area,stop_position",construction,"baby_goods,car,car_repair,coffee,interior_decoration,mall,motorcycle,sports,stationery,supermarket,tyres",football;cricket,hotel,,drain
MH013,site_5106,"Vile Parle West, Mumbai - MPCB",19.10861,72.83622,18494,17,,"atm,blood_bank,cafe,clinic,college,doctors,fast_food,fuel,grave_yard,hospital,ice_cream,parking,parking_entrance,restaurant,school,toilets,university","gate,lift_gate",,"apartments,college,commercial,hospital,hotel,residential,roof,school,university",,,"clinic,hospital","bus_stop,footway,path,primary,primary_link,residential,secondary,service,steps,tertiary,traffic_signals",,,"education,hospital,industrial,recreation_ground,residential,retail","garden,park,pitch,sports_centre,swimming_pool",surveillance,,water,company,suburb,,platform,construction,"beauty,convenience,dairy,mobile_phone,stationery,supermarket","tennis,tennis;squash;swimming",,drain,drain
MH007,site_5107,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,15775,17,"aerodrome,apron,gate,hangar,parking_position,taxiway,terminal","atm,bureau_de_change,cafe,check_in,drinking_water,fast_food,fuel,parking,parking_entrance,place_of_worship,restaurant,security_booth,taxi,telephone,toilets","gate,lift_gate","administrative,public_transport","construction,hotel,industrial,roof,transportation",,,,"bus_stop,crossing,footway,living_street,motorway,motorway_link,residential,secondary,service,steps,tertiary,traffic_signals",,,"commercial,construction,industrial,residential","park,pitch,sports_centre,swimming_pool","bridge,storage_tank",,water,,,,"platform,station,stop_area,stop_position","platform,station,stop,subway","duty_free,model","swimming,swimming__fitness__squash__tennis__croquet","hotel,information","canal,river","drain,river,stream"
WB009,site_5110,"Fort William, Kolkata - WBPCB",22.55664,88.342674,12255,12,,,gate,,stadium,,,,"footway,path,secondary,secondary_link,service,tertiary,tertiary_link,track",fort,,"military,recreation_ground","golf_course,park,pitch,stadium,swimming_pool",,,"sand,scrub,tree,water,wood",,,,,tram,,soccer,attraction,"moat,reservoir",drain
WB010,site_5111,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,36193,14,,"atm,blood_bank,bus_station,college,hospital,marketplace,place_of_worship,police,research_institute,restaurant,school,stage,university",gate,,school,,,hospital,"bus_stop,footway,living_street,primary,residential,secondary,service,tertiary,unclassified",,,"commercial,industrial,residential,retail","park,pitch",,,water,research,suburb,,"platform,station",rail,optician,,,"lake,pond",
MH010,site_5112,"Powai, Mumbai - MPCB",19.1375,72.915056,8280,19,,"bench,bicycle_parking,cafe,college,drinking_water,events_space,fast_food,library,mess,motorcycle_parking,place_of_worship,restaurant,school,taxi,toilets,university,waste_basket,waste_disposal,water_point","fence,gate","administrative,national_park","apartments,bungalow,civic,college,dormitory,garage,greenhouse,industrial,residential,roof,service,university",,fire_hydrant,,"bus_stop,cycleway,elevator,footway,living_street,path,pedestrian,residential,service,steps,track",monument,,"military,recreation_ground,residential","bandstand,fitness_centre,garden,nature_reserve,park,pitch,sports_centre,swimming_pool,track","mast,pipeline,water_tap,water_tower",,"peak,scrub,water","educational_institution,government","locality,neighbourhood","line,tower",platform,,"convenience,copyshop,department_store,laundry,tea","badminton,basketball,cricket,field_hockey,running,soccer,soccer__tennis__gym__skates__swimming___,swimming,table_tennis;table_soccer;pool;chess,tennis,volleyball","artwork,hostel,viewpoint","lake,reservoir",
MH006,site_5113,"Borivali East, Mumbai - MPCB",19.2243333,72.8658113,56326,19,,"bus_station,clinic,community_centre,fountain,fuel,hospital,parking_entrance,school,shelter,toilets","bollard,gate,lift_gate",national_park,"apartments,commercial,school,train_station",,,hospital,"construction,footway,living_street,primary,residential,secondary,secondary_link,service,steps,tertiary,tertiary_link,traffic_signals,trunk,trunk_link,unclassified",,depot,"construction,industrial,recreation_ground,residential","fitness_centre,nature_reserve,outdoor_seating,park,playground,swimming_pool",,,water,,"neighbourhood,suburb","line,substation,tower","platform,station,stop_area,stop_position","miniature,platform,station,stop,subway","mall,supermarket",yoga,apartment,river,river
MH011,site_5119,"Sion, Mumbai - MPCB",19.047,72.8746,98795,20,,"blood_bank,bus_station,college,fuel,hospital,library,parking,place_of_worship,townhall","gate,wall",administrative,"apartments,college,commercial,hospital,kindergarten,office,residential,school",,,hospital,"bus_stop,footway,path,primary,primary_link,residential,secondary,service,tertiary,trunk,trunk_link,unclassified",,bus_depot,"commercial,construction,grass,industrial,recreation_ground,residential","garden,park,pitch,playground","pipeline,storage_tank",,"water,wetland",company,neighbourhood,"line,tower","platform,station,stop_position","construction,monorail,proposed",,"football,roller_skating",museum,"drain,stream","drain,stream"
MH008,site_5120,"Colaba, Mumbai - MPCB",18.91,72.82,310962,20,,"bus_station,clinic,community_centre,ice_cream,marketplace,place_of_worship,police,post_office,restaurant,school","gate,wall","administrative,administrative_cooperation,local_authority","apartments,chapel,church,commercial,construction,hotel,house,residential,warehouse",,,,"bus_stop,footway,path,residential,secondary,secondary_link,service,tertiary,traffic_signals",,depot,"commercial,construction,grass,industrial,military,religious,residential","fitness_centre,park,swimming_pool","pier,wastewater_plant",office,"coastline,tree,water,wetland",government,"island,locality,neighbourhood,sea,state",,"platform,station,stop_area,stop_position","station,stop,subway","bakery,car_parts,hairdresser,supermarket",swimming,hotel,reservoir,dock
WB012,site_5126,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,22006,17,,"atm,bank,bus_station,cafe,cinema,clinic,college,drinking_water,fuel,hospital,parking,place_of_worship,restaurant,social_center,toilets",gate,,"detached,school,stadium",,,"clinic,hospital,laboratory","footway,path,residential,secondary,service,tertiary,tertiary_link",city_gate,,"industrial,residential,retail","park,pitch,sports_centre,stadium,swimming_pool",,,water,government,"islet,suburb",,"platform,station","platform,rail,station,switch","bakery,coffee,hairdresser,tea","cricket,rowing,soccer,swimming","artwork,guest_house",reservoir,
CH001,site_5127,"Sector-25, Chandigarh - CPCC",30.751462,76.762879,10695,10,,"atm,clinic,college,hospital,library,parking,parking_space,restaurant,school,university",gate,administrative,"commercial,garages,house,university",,,"centre,hospital","footway,residential,secondary,secondary_link,service,tertiary,tertiary_link",,,"commercial,residential","garden,park,pitch,playground,track",,,,,,,,,,"basketball,running","attraction,guest_house,hostel",,
UP013,site_5128,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,3081,11,,"bar,blood_bank,college,conference_centre,courthouse,hospital,restaurant","gate,lift_gate",,apartments,,,hospital,"footway,living_street,residential,service,tertiary,tertiary_link",,,"brownfield,commercial,industrial,residential","park,pitch",,office,,"government,it",,,,,,tennis,hotel,,
WB008,site_5129,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,32332,16,,"bank,cafe,college,community_centre,drinking_water,ice_cream,restaurant,school,university","bollard,gate,wall",administrative,"office,residential,university",,,,"bus_stop,footway,residential,secondary,secondary_link,service,tertiary,tertiary_link,turning_circle",,,"commercial,grass,greenfield,industrial,meadow,recreation_ground,residential,retail","park,pitch,playground",,,water,company,"city_block,neighbourhood,suburb",,platform,"level_crossing,subway,switch","alcohol,beauty,chemist,computer,confectionery,convenience,doityourself,florist,tea",cricket,guest_house,"pond,reservoir,tank",
WB007,site_5238,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022,36375,19,,"atm,bank,bar,cafe,charging_station,cinema,clinic,college,dentist,fast_food,fuel,hospital,ice_cream,marketplace,pharmacy,restaurant,school","fence,gate,lift_gate",,"apartments,commercial,detached,museum,residential,retail",confectionery,,"clinic,dentist,hospital,pharmacy","bus_stop,crossing,footway,living_street,motorway,motorway_junction,path,primary,primary_link,residential,secondary,service,tertiary,traffic_signals,trunk,trunk_link",cannon,,"commercial,grass,industrial,recreation_ground,residential,village_green","park,pitch,playground",,"barracks,office","tree,water","diplomatic,government",suburb,,"platform,station","crossing,level_crossing,railway_crossing,tram,tram_level_crossing","car,confectionery,mall,supermarket","basketball;badminton;gymnastics,cricket;soccer,ice_skating,tennis","artwork,hostel,hotel,museum",pond,
MP001,site_5247,"T T Nagar, Bhopal - MPPCB",23.233584,77.400574,8384,13,,"atm,bank,cinema,clinic,fast_food,fuel,hospital,parking,pharmacy,restaurant,school,toilets","gate,wall",,house,,,,"bus_stop,busway,crossing,primary,primary_link,residential,secondary,secondary_link,service,tertiary,tertiary_link,traffic_signals",,,"commercial,construction,grass,residential","pitch,sports_centre,stadium,track",water_tower,,,,neighbourhood,pole,,"construction,proposed","alcohol,bakery,confectionery,jewelry","running,soccer,tennis",hotel,,
BR009,site_5262,"Rajbansi Nagar, Patna - BSPCB",25.599486,85.113666,42071,13,,place_of_worship,gate,local_authority,,,,centre,"footway,primary,residential,secondary,service,tertiary,tertiary_link,trunk",,,grass,"park,pitch,stadium",,,"tree,water",,,,"platform,stop_area,stop_position","abandoned,halt,platform,proposed,rail,stop",,tennis,,reservoir,canal
BR010,site_5263,"Samanpura, Patna - BSPCB",25.596727,85.085624,3196,15,"aerodrome,apron,holding_position,jet_bridge,parking_position,runway,taxiway,terminal","college,doctors","gate,hedge",local_authority,college,,ambulance_station,doctor,"footway,path,residential,secondary,service,tertiary,tertiary_link",,,"construction,forest,grass","golf_course,pitch",,,"scrub,tree_row,water",,,,,,general,"badminton,basketball,cricket,soccer,tennis",hostel,reservoir,
KL004,site_5270,"Vyttila, Kochi - Kerala PCB",9.969447,76.321186,60620,21,helipad,"atm,bank,bar,bus_station,cafe,charging_station,events_venue,ferry_terminal,hospital,library,marketplace,parking,pharmacy,place_of_worship,police,restaurant,school,taxi,toilets","bollard,fence,gate,jersey_barrier,kerb,wall","local_authority,political","apartments,commercial,construction,detached,hospital,house,mosque,office,retail,roof,school,service,temple,transportation",handicraft,,"alternative,hospital,laboratory,pharmacy","bus_stop,crossing,footway,living_street,path,primary,primary_link,residential,secondary,service,street_lamp,tertiary,tertiary_link,traffic_signals,trunk,trunk_link,unclassified",,,"farmland,grass,orchard,religious,residential,retail","fitness_centre,park,swimming_pool",tower,,"scrub,tree,water","company,consulting,financial,government,insurance,newspaper","islet,locality,plot,suburb","line,tower","platform,station,stop_area,stop_position","rail,station,stop,subway","alcohol,bakery,beauty,bicycle,clothes,copyshop,jewelry,medical_supply,motorcycle,motorcycle_repair,shoes,supermarket,ticket,tiles",,hotel,"pond,river",canal
KL002,site_5272,"Kacheripady, Ernakulam - Kerala PCB",9.985653,76.281342,31485,18,,"atm,bank,bar,cafe,car_wash,cinema,clinic,college,coworking_space,dentist,doctors,fast_food,food_court,fuel,hospital,ice_cream,kindergarten,marketplace,parking,pharmacy,place_of_worship,police,post_office,pub,restaurant,school,taxi,toilets,townhall","gate,wall","local_authority,protected_area","apartments,college,commercial,detached,hospital,hotel,mosque,office,retail,school,warehouse",,,"alternative,clinic,doctor,hospital,laboratory,pharmacy,rehabilitation","bus_stop,footway,living_street,path,pedestrian,primary,primary_link,residential,secondary,service,tertiary,traffic_signals,unclassified",,,"education,railway,residential","fitness_centre,nature_reserve,pitch",,,water,"administrative,company,consulting,educational_institution,financial,government,insurance,it,lawyer,logistics,newspaper,tax_advisor,telecommunication",suburb,generator,"platform,station,stop_area,stop_position","station,stop,subway","bakery,beverages,books,car_parts,clothes,coffee,convenience,copyshop,department_store,frame,furniture,gift,hairdresser,health_food,jewelry,kiosk,mall,optician,photo,religion,second_hand,shoes,stationery,supermarket,travel_agency","fitness,soccer","apartment,attraction,guest_house,hostel,hotel,motel",canal,
BR006,site_5335,"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,39673,12,,"atm,conference_centre,drinking_water,parking,parking_space,place_of_worship,school",gate,local_authority,"commercial,residential,retail,school,temple",,,,"footway,living_street,pedestrian,primary,residential,secondary,service,tertiary,unclassified",,,grass,park,works,,water,,,,,"rail,switch",,,"guest_house,museum","lake,pond",
BR005,site_5336,"DRM Office Danapur, Patna - BSPCB",25.586562,85.043586,39604,12,,"atm,college,hospital,parking,place_of_worship,school,toilets",gate,,"hospital,house,school",,,hospital,"living_street,primary,residential,secondary,service,tertiary",,,"commercial,industrial,military,residential",playground,,,water,,suburb,,"platform,station,stop_area,stop_position","buffer_stop,platform,rail,station,stop,switch",,,,pond,
HR013,site_5344,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,5508,10,,"bank,cafe,community_centre,fuel,place_of_worship,school",gate,,"commercial,office,roof,shed",,,,"primary,residential,service,services,tertiary,track,unclassified",,,"Hotel,Research_Institute,Research_institute,corporate_office,residential",golf_course,,,,,"locality,village","line,tower",,,"alcohol,general,kiosk",,motel,,
MZ001,site_5346,"Sikulpuikawn, Aizawl - Mizoram PCB",23.7176342,92.7192841,41743,8,,"college,hospital,place_of_worship,restaurant",,,"church,college,office,school,temple",electronics_repair,,,"primary,residential,secondary,service,tertiary,unclassified",,,residential,sports_centre,,,,"educational_institution,government",,,,,,soccer;volleyball,,,
MH005,site_5392,"Bandra Kurla Complex, Mumbai - IITM",19.053536,72.84643,88880,18,,"bank,bench,bus_station,cafe,cinema,courthouse,parking,place_of_worship,pub,restaurant,school,waste_basket","fence,gate,lift_gate",administrative,"apartments,commercial,construction,office,retail,roof,temple",,,,"bus_stop,crossing,cycleway,footway,living_street,motorway,motorway_link,path,primary,primary_link,residential,service,steps,tertiary,track,traffic_signals",,,"aquaculture,commercial,railway,residential","fitness_station,park,pitch,sports_centre,swimming_pool","pier,pipeline",,"tree,water,wetland",government,neighbourhood,,"platform,station","buffer_stop,construction,platform,platform_edge,rail,signal,switch","car,electronics,mall,travel_agency","badminton,cricket,cricket;swimming;running;badminton;billiards;table_tennis,fitness,swimming",artwork,"basin,pond,river","drain,river"
MH006,site_5400,"Borivali East, Mumbai - IITM",19.23241,72.86895,10884,14,,"bicycle_rental,clinic,hospital,parking,parking_entrance,place_of_worship,toilets","entrance,gate","administrative,national_park","apartments,school",,,,"footway,living_street,residential,service,tertiary,tertiary_link,unclassified",,,residential,"nature_reserve,park",surveillance,,"scrub,water,wood",,locality,,,"miniature,stop",,,"apartment,zoo",river,river
